"id_viaje","distancia_km","duracion_min","velocidad_kmh"
"19062","2.37","5","28.44"
"19063","20.48","30","40.96"
"19064","8.57","11","46.75"
"19065","24.65","49","30.18"
"19066","21.38","40","32.07"
"19068","36.66","52","42.30"
"19069","34.58","45","46.11"
"19070","44.27","56","47.43"
"19071","13.76","17","48.56"
"19072","43.17","52","49.81"
"19073","19.47","33","35.40"
"19074","27.31","50","32.77"
"19075","2.77","5","33.24"
"19076","41.86","53","47.39"
"19077","14.31","23","37.33"
"19078","3.14","6","31.40"
"19079","14.58","26","33.65"
"19080","16.70","22","45.55"
"19081","13.05","17","46.06"
"19082","22.89","35","39.24"
"19084","24.40","51","28.71"
"19085","18.41","31","35.63"
"19086","4.30","10","25.80"
"19087","35.69","51","41.99"
"19088","3.52","7","30.17"
"19089","20.46","32","38.36"
"19090","15.91","22","43.39"
"19091","26.49","36","44.15"
"19092","28.38","37","46.02"
"19093","22.44","28","48.09"
"19094","7.95","18","26.50"
"19095","28.05","53","31.75"
"19096","3.61","6","36.10"
"19097","3.74","6","37.40"
"19098","17.17","31","33.23"
"19099","33.43","52","38.57"
"19100","44.16","55","48.17"
"19101","23.84","49","29.19"
"19102","19.32","39","29.72"
"19103","6.82","14","29.23"
"19104","5.56","10","33.36"
"19105","5.08","8","38.10"
"19106","14.92","18","49.73"
"19107","42.19","57","44.41"
"19108","13.26","25","31.82"
"19109","16.89","29","34.94"
"19110","33.17","59","33.73"
"19111","24.99","34","44.10"
"19112","19.71","44","26.88"
"19113","11.99","17","42.32"
"19114","12.11","22","33.03"
"19115","6.04","9","40.27"
"19116","7.98","14","34.20"
"19117","22.91","44","31.24"
"19118","20.67","45","27.56"
"19119","10.51","23","27.42"
"19120","4.48","10","26.88"
"19121","20.50","39","31.54"
"19122","24.79","56","26.56"
"19123","26.12","54","29.02"
"19124","24.78","47","31.63"
"19125","11.44","21","32.69"
"19126","16.33","21","46.66"
"19127","18.52","23","48.31"
"19128","5.89","11","32.13"
"19129","15.18","34","26.79"
"19130","4.91","7","42.09"
"19131","10.85","21","31.00"
"19132","13.49","24","33.73"
"19133","3.76","7","32.23"
"19134","32.00","53","36.23"
"19135","43.17","52","49.81"
"19136","11.61","22","31.66"
"19139","21.47","50","25.76"
"19140","12.87","18","42.90"
"19141","27.50","34","48.53"
"19142","12.75","19","40.26"
"19143","18.56","32","34.80"
"19144","14.85","34","26.21"
"19145","14.12","32","26.48"
"19146","20.81","36","34.68"
"19147","8.85","15","35.40"
"19148","20.96","31","40.57"
"19149","38.55","50","46.26"
"19151","23.04","30","46.08"
"19152","45.20","59","45.97"
"19155","25.48","32","47.78"
"19156","6.37","10","38.22"
"19157","30.94","45","41.25"
"19158","7.76","10","46.56"
"19159","18.07","34","31.89"
"19160","23.85","35","40.89"
"19161","20.64","30","41.28"
"19162","21.43","27","47.62"
"19163","21.54","42","30.77"
"19165","16.35","39","25.15"
"19166","29.05","52","33.52"
"19167","26.43","34","46.64"
"19168","37.95","57","39.95"
"19171","40.98","53","46.39"
"19172","24.77","51","29.14"
"19173","9.22","15","36.88"
"19174","43.78","55","47.76"
"19175","18.90","26","43.62"
"19176","3.54","5","42.48"
"19177","3.77","6","37.70"
"19178","21.74","35","37.27"
"19179","26.38","36","43.97"
"19180","25.32","47","32.32"
"19181","34.78","44","47.43"
"19182","20.60","30","41.20"
"19183","29.74","42","42.49"
"19184","7.79","13","35.95"
"19185","27.49","54","30.54"
"19186","40.31","49","49.36"
"19188","3.94","5","47.28"
"19190","27.15","38","42.87"
"19191","22.13","27","49.18"
"19192","26.04","40","39.06"
"19193","8.93","11","48.71"
"19195","33.71","41","49.33"
"19196","12.15","19","38.37"
"19197","3.59","6","35.90"
"19199","30.60","49","37.47"
"19200","26.97","36","44.95"
"19201","15.62","33","28.40"
"19202","16.46","27","36.58"
"19203","9.11","17","32.15"
"19204","42.24","56","45.26"
"19205","13.86","17","48.92"
"19206","6.22","9","41.47"
"19207","18.42","25","44.21"
"19208","17.38","21","49.66"
"19209","26.20","38","41.37"
"19210","22.99","38","36.30"
"19211","17.91","41","26.21"
"19212","27.68","35","47.45"
"19213","23.40","46","30.52"
"19214","40.82","53","46.21"
"19215","7.60","15","30.40"
"19216","33.65","43","46.95"
"19217","20.24","33","36.80"
"19218","29.11","35","49.90"
"19219","18.52","29","38.32"
"19220","15.49","31","29.98"
"19221","28.80","41","42.15"
"19222","14.50","23","37.83"
"19223","37.88","54","42.09"
"19224","27.23","48","34.04"
"19225","11.76","15","47.04"
"19226","5.93","12","29.65"
"19227","17.35","31","33.58"
"19228","17.60","27","39.11"
"19229","13.67","31","26.46"
"19230","38.56","59","39.21"
"19231","23.05","34","40.68"
"19232","13.88","22","37.85"
"19233","5.12","7","43.89"
"19234","12.77","28","27.36"
"19235","13.64","19","43.07"
"19236","39.65","58","41.02"
"19237","13.53","20","40.59"
"19238","28.45","46","37.11"
"19239","40.72","57","42.86"
"19240","33.88","45","45.17"
"19241","20.86","42","29.80"
"19242","3.66","7","31.37"
"19243","39.55","54","43.94"
"19244","4.14","8","31.05"
"19245","24.53","55","26.76"
"19246","6.03","8","45.23"
"19248","24.13","57","25.40"
"19249","24.38","39","37.51"
"19251","32.84","41","48.06"
"19252","8.11","10","48.66"
"19253","36.34","45","48.45"
"19254","26.61","32","49.89"
"19255","28.52","51","33.55"
"19256","6.73","12","33.65"
"19257","15.70","25","37.68"
"19258","40.65","53","46.02"
"19259","32.14","40","48.21"
"19261","2.69","5","32.28"
"19262","33.45","52","38.60"
"19264","6.63","12","33.15"
"19265","15.32","27","34.04"
"19266","23.08","39","35.51"
"19267","28.67","51","33.73"
"19271","28.31","34","49.96"
"19272","10.04","19","31.71"
"19273","8.60","17","30.35"
"19274","19.25","44","26.25"
"19275","11.70","17","41.29"
"19276","13.09","19","41.34"
"19277","16.72","32","31.35"
"19278","10.55","17","37.24"
"19279","14.28","25","34.27"
"19280","16.90","26","39.00"
"19281","45.34","55","49.46"
"19282","40.48","59","41.17"
"19283","17.41","40","26.12"
"19284","42.05","56","45.05"
"19285","28.51","49","34.91"
"19286","30.45","44","41.52"
"19287","36.64","50","43.97"
"19288","19.18","38","30.28"
"19289","17.27","25","41.45"
"19290","19.63","47","25.06"
"19291","26.36","43","36.78"
"19293","19.28","42","27.54"
"19294","16.18","22","44.13"
"19295","12.27","17","43.31"
"19296","23.18","30","46.36"
"19297","26.66","42","38.09"
"19298","8.47","16","31.76"
"19299","23.97","41","35.08"
"19300","26.04","57","27.41"
"19301","7.89","12","39.45"
"19302","3.57","6","35.70"
"19303","3.33","7","28.54"
"19304","6.16","13","28.43"
"19305","21.48","47","27.42"
"19306","8.13","19","25.67"
"19307","3.27","7","28.03"
"19308","15.87","22","43.28"
"19309","20.06","32","37.61"
"19310","30.74","59","31.26"
"19311","20.94","31","40.53"
"19313","23.18","40","34.77"
"19314","27.67","40","41.51"
"19315","24.16","46","31.51"
"19316","26.78","35","45.91"
"19317","32.84","42","46.91"
"19318","21.01","50","25.21"
"19320","6.21","10","37.26"
"19323","37.90","49","46.41"
"19324","10.86","14","46.54"
"19325","33.67","45","44.89"
"19327","20.63","31","39.93"
"19328","26.94","44","36.74"
"19329","29.32","43","40.91"
"19330","42.30","59","43.02"
"19331","10.22","20","30.66"
"19332","20.45","33","37.18"
"19333","35.44","50","42.53"
"19334","8.51","14","36.47"
"19336","28.27","38","44.64"
"19337","28.36","36","47.27"
"19338","14.14","22","38.56"
"19339","18.88","24","47.20"
"19340","12.05","26","27.81"
"19341","17.98","42","25.69"
"19342","18.16","26","41.91"
"19343","11.23","16","42.11"
"19344","27.44","45","36.59"
"19345","7.32","13","33.78"
"19346","13.09","16","49.09"
"19347","13.16","18","43.87"
"19348","24.63","56","26.39"
"19349","25.92","38","40.93"
"19350","3.37","7","28.89"
"19351","26.39","38","41.67"
"19352","18.56","35","31.82"
"19353","6.51","12","32.55"
"19354","7.05","16","26.44"
"19355","37.93","52","43.77"
"19356","3.80","6","38.00"
"19357","7.47","9","49.80"
"19360","17.71","31","34.28"
"19361","10.54","24","26.35"
"19363","16.68","23","43.51"
"19364","28.71","44","39.15"
"19365","10.74","19","33.92"
"19366","33.62","56","36.02"
"19367","15.37","26","35.47"
"19368","21.05","26","48.58"
"19369","18.18","32","34.09"
"19370","5.77","8","43.28"
"19372","3.83","8","28.73"
"19373","15.66","26","36.14"
"19374","25.57","40","38.36"
"19375","3.48","5","41.76"
"19377","6.30","13","29.08"
"19378","30.65","49","37.53"
"19379","28.13","34","49.64"
"19380","7.11","12","35.55"
"19382","8.22","19","25.96"
"19383","29.86","43","41.67"
"19384","37.53","51","44.15"
"19385","14.16","24","35.40"
"19387","4.47","7","38.31"
"19389","22.91","42","32.73"
"19390","37.13","45","49.51"
"19391","13.43","29","27.79"
"19393","31.08","58","32.15"
"19394","14.25","19","45.00"
"19395","34.65","57","36.47"
"19397","8.58","11","46.80"
"19398","24.08","39","37.05"
"19399","11.00","17","38.82"
"19400","25.58","52","29.52"
"19401","19.01","41","27.82"
"19403","36.37","53","41.17"
"19404","3.57","5","42.84"
"19405","6.45","14","27.64"
"19406","10.76","20","32.28"
"19407","8.04","19","25.39"
"19408","12.76","19","40.29"
"19409","35.33","43","49.30"
"19410","25.89","44","35.30"
"19411","38.56","51","45.36"
"19412","32.76","42","46.80"
"19413","23.89","35","40.95"
"19414","32.31","52","37.28"
"19415","10.07","19","31.80"
"19416","33.32","54","37.02"
"19417","17.14","21","48.97"
"19418","17.01","35","29.16"
"19419","29.27","57","30.81"
"19420","31.31","50","37.57"
"19421","40.96","59","41.65"
"19422","18.84","40","28.26"
"19423","25.69","46","33.51"
"19424","3.41","6","34.10"
"19425","25.81","31","49.95"
"19426","5.36","10","32.16"
"19427","35.63","46","46.47"
"19428","32.48","39","49.97"
"19429","41.17","57","43.34"
"19431","13.98","30","27.96"
"19432","28.43","49","34.81"
"19433","9.78","16","36.68"
"19436","7.21","11","39.33"
"19437","7.55","17","26.65"
"19438","44.53","54","49.48"
"19439","4.91","8","36.83"
"19440","23.23","55","25.34"
"19441","37.04","51","43.58"
"19442","10.08","14","43.20"
"19443","41.02","52","47.33"
"19444","25.03","53","28.34"
"19445","23.21","32","43.52"
"19446","19.35","31","37.45"
"19447","17.74","38","28.01"
"19448","12.69","26","29.28"
"19449","10.36","15","41.44"
"19450","4.72","9","31.47"
"19451","22.06","48","27.58"
"19452","9.89","17","34.91"
"19453","37.12","56","39.77"
"19454","46.61","56","49.94"
"19455","19.99","41","29.25"
"19456","19.78","30","39.56"
"19457","39.45","52","45.52"
"19458","4.76","7","40.80"
"19459","28.87","45","38.49"
"19460","14.63","30","29.26"
"19461","13.93","21","39.80"
"19462","12.08","23","31.51"
"19463","35.84","50","43.01"
"19464","7.52","18","25.07"
"19465","35.24","54","39.16"
"19466","25.29","47","32.29"
"19467","16.52","23","43.10"
"19468","16.75","26","38.65"
"19469","6.78","10","40.68"
"19470","40.20","54","44.67"
"19471","8.18","10","49.08"
"19472","27.32","43","38.12"
"19473","14.50","34","25.59"
"19474","11.68","23","30.47"
"19475","30.61","40","45.92"
"19476","30.50","50","36.60"
"19477","37.55","53","42.51"
"19478","34.35","58","35.53"
"19479","21.96","42","31.37"
"19480","32.08","43","44.76"
"19481","17.55","23","45.78"
"19482","13.34","27","29.64"
"19484","13.16","25","31.58"
"19485","42.04","54","46.71"
"19486","3.29","7","28.20"
"19487","12.37","23","32.27"
"19488","17.63","22","48.08"
"19490","12.56","30","25.12"
"19491","20.25","38","31.97"
"19492","15.55","23","40.57"
"19493","28.75","46","37.50"
"19494","23.82","33","43.31"
"19496","17.44","22","47.56"
"19497","35.49","54","39.43"
"19498","26.63","43","37.16"
"19499","6.73","12","33.65"
"19500","32.82","50","39.38"
"19501","2.92","7","25.03"
"19502","9.42","20","28.26"
"19504","13.60","18","45.33"
"19505","28.67","40","43.01"
"19506","15.41","23","40.20"
"19507","34.35","42","49.07"
"19508","19.11","37","30.99"
"19510","12.30","22","33.55"
"19511","37.28","51","43.86"
"19512","21.09","34","37.22"
"19513","22.13","31","42.83"
"19514","20.05","28","42.96"
"19516","12.95","17","45.71"
"19517","10.44","13","48.18"
"19518","29.78","48","37.23"
"19519","46.58","59","47.37"
"19520","25.95","41","37.98"
"19521","28.48","40","42.72"
"19522","13.27","18","44.23"
"19523","10.00","20","30.00"
"19524","16.01","35","27.45"
"19525","36.80","49","45.06"
"19526","38.48","54","42.76"
"19527","39.75","59","40.42"
"19529","14.25","28","30.54"
"19531","33.57","58","34.73"
"19532","8.60","14","36.86"
"19533","4.64","6","46.40"
"19534","20.62","34","36.39"
"19535","4.43","10","26.58"
"19536","28.08","54","31.20"
"19537","36.98","50","44.38"
"19538","3.94","9","26.27"
"19539","13.49","29","27.91"
"19540","26.38","33","47.96"
"19541","24.26","44","33.08"
"19542","15.35","32","28.78"
"19543","8.34","11","45.49"
"19544","7.87","12","39.35"
"19545","20.72","39","31.88"
"19546","30.85","53","34.92"
"19547","13.68","30","27.36"
"19548","22.31","43","31.13"
"19549","32.71","54","36.34"
"19550","9.70","14","41.57"
"19551","14.04","17","49.55"
"19552","35.46","58","36.68"
"19553","26.29","51","30.93"
"19554","7.12","11","38.84"
"19555","17.04","23","44.45"
"19556","40.87","57","43.02"
"19557","42.77","56","45.83"
"19558","28.04","37","45.47"
"19559","34.71","57","36.54"
"19561","7.76","11","42.33"
"19562","7.11","14","30.47"
"19564","30.22","51","35.55"
"19565","15.96","26","36.83"
"19567","29.99","58","31.02"
"19568","24.51","51","28.84"
"19569","11.11","21","31.74"
"19570","4.48","9","29.87"
"19571","5.62","11","30.65"
"19572","8.22","18","27.40"
"19573","14.86","30","29.72"
"19574","24.81","45","33.08"
"19575","16.69","32","31.29"
"19576","21.06","35","36.10"
"19577","4.36","6","43.60"
"19578","36.19","53","40.97"
"19579","2.19","5","26.28"
"19580","6.66","9","44.40"
"19582","2.41","5","28.92"
"19583","27.61","42","39.44"
"19584","31.19","47","39.82"
"19585","11.25","19","35.53"
"19586","8.26","10","49.56"
"19587","12.49","24","31.23"
"19588","17.84","23","46.54"
"19589","7.45","11","40.64"
"19591","5.76","10","34.56"
"19592","25.18","39","38.74"
"19593","3.56","5","42.72"
"19594","8.58","12","42.90"
"19595","24.60","51","28.94"
"19596","12.35","26","28.50"
"19597","20.51","29","42.43"
"19598","32.65","51","38.41"
"19599","16.43","22","44.81"
"19600","21.21","41","31.04"
"19601","21.59","37","35.01"
"19602","15.52","28","33.26"
"19603","4.01","8","30.08"
"19604","17.00","26","39.23"
"19605","33.88","55","36.96"
"19606","29.03","45","38.71"
"19607","24.22","35","41.52"
"19608","10.66","20","31.98"
"19609","27.83","55","30.36"
"19610","26.30","36","43.83"
"19611","7.73","17","27.28"
"19612","7.77","16","29.14"
"19613","27.79","41","40.67"
"19614","14.89","23","38.84"
"19615","22.14","32","41.51"
"19616","13.88","33","25.24"
"19617","29.94","39","46.06"
"19618","8.99","19","28.39"
"19619","27.48","42","39.26"
"19620","5.45","10","32.70"
"19621","25.90","41","37.90"
"19622","9.59","18","31.97"
"19623","31.22","55","34.06"
"19624","15.16","32","28.43"
"19625","23.90","51","28.12"
"19626","15.20","20","45.60"
"19627","10.00","13","46.15"
"19628","4.93","9","32.87"
"19629","21.28","35","36.48"
"19630","44.86","55","48.94"
"19631","2.63","5","31.56"
"19632","5.13","12","25.65"
"19633","6.47","10","38.82"
"19634","36.38","45","48.51"
"19635","40.60","56","43.50"
"19636","32.99","53","37.35"
"19637","6.54","8","49.05"
"19638","20.87","34","36.83"
"19639","9.88","16","37.05"
"19640","23.09","34","40.75"
"19641","9.83","13","45.37"
"19642","6.80","15","27.20"
"19643","37.07","45","49.43"
"19644","14.32","23","37.36"
"19646","26.72","49","32.72"
"19647","5.24","8","39.30"
"19648","16.47","33","29.95"
"19650","32.48","58","33.60"
"19651","26.97","46","35.18"
"19652","17.86","25","42.86"
"19653","20.40","39","31.38"
"19654","17.08","22","46.58"
"19655","12.52","30","25.04"
"19656","9.38","16","35.18"
"19657","41.57","50","49.88"
"19658","18.29","33","33.25"
"19659","27.83","39","42.82"
"19661","24.03","37","38.97"
"19662","16.36","38","25.83"
"19664","7.65","13","35.31"
"19665","19.86","42","28.37"
"19666","13.39","25","32.14"
"19667","9.86","16","36.98"
"19668","8.44","14","36.17"
"19669","21.81","46","28.45"
"19670","11.79","21","33.69"
"19671","13.42","21","38.34"
"19672","20.53","42","29.33"
"19673","28.27","55","30.84"
"19676","15.57","34","27.48"
"19677","21.48","49","26.30"
"19678","22.67","28","48.58"
"19679","30.67","39","47.18"
"19681","6.72","10","40.32"
"19682","22.89","38","36.14"
"19683","28.33","57","29.82"
"19685","5.70","13","26.31"
"19686","20.61","46","26.88"
"19687","37.63","52","43.42"
"19688","16.81","21","48.03"
"19689","11.53","15","46.12"
"19690","8.25","18","27.50"
"19691","4.63","7","39.69"
"19693","24.06","40","36.09"
"19694","29.66","47","37.86"
"19695","34.08","46","44.45"
"19696","28.51","53","32.28"
"19697","39.62","54","44.02"
"19698","23.58","29","48.79"
"19699","13.60","32","25.50"
"19700","27.73","52","32.00"
"19701","30.87","43","43.07"
"19703","31.85","41","46.61"
"19704","15.65","19","49.42"
"19705","14.23","19","44.94"
"19706","8.42","15","33.68"
"19707","35.67","48","44.59"
"19708","25.33","35","43.42"
"19709","24.82","38","39.19"
"19710","28.12","54","31.24"
"19712","19.57","24","48.93"
"19713","12.77","17","45.07"
"19714","5.99","14","25.67"
"19716","3.77","5","45.24"
"19717","16.25","23","42.39"
"19718","20.17","37","32.71"
"19719","26.50","54","29.44"
"19720","8.00","12","40.00"
"19721","20.04","26","46.25"
"19722","11.51","25","27.62"
"19723","4.26","7","36.51"
"19725","25.89","39","39.83"
"19726","11.09","17","39.14"
"19727","21.91","28","46.95"
"19728","8.03","19","25.36"
"19729","35.49","50","42.59"
"19730","15.70","29","32.48"
"19731","16.76","31","32.44"
"19732","38.29","50","45.95"
"19733","10.51","13","48.51"
"19735","7.03","10","42.18"
"19736","37.95","57","39.95"
"19737","8.37","16","31.39"
"19738","16.60","29","34.34"
"19740","17.40","30","34.80"
"19741","19.10","28","40.93"
"19742","25.16","31","48.70"
"19743","27.37","49","33.51"
"19744","30.46","39","46.86"
"19745","9.32","22","25.42"
"19746","16.81","23","43.85"
"19747","35.98","45","47.97"
"19748","37.34","59","37.97"
"19749","17.89","34","31.57"
"19750","8.87","17","31.31"
"19751","4.46","6","44.60"
"19752","27.79","56","29.78"
"19753","17.80","26","41.08"
"19754","17.36","31","33.60"
"19755","16.02","30","32.04"
"19756","35.16","54","39.07"
"19757","7.23","12","36.15"
"19759","11.05","22","30.14"
"19760","27.59","45","36.79"
"19761","25.38","34","44.79"
"19762","20.39","46","26.60"
"19763","10.03","14","42.99"
"19764","19.86","31","38.44"
"19765","4.76","11","25.96"
"19766","16.24","38","25.64"
"19767","26.93","38","42.52"
"19769","21.48","49","26.30"
"19770","27.48","36","45.80"
"19771","23.96","45","31.95"
"19772","27.61","39","42.48"
"19773","6.92","14","29.66"
"19774","3.39","5","40.68"
"19775","6.18","13","28.52"
"19776","45.22","56","48.45"
"19777","31.63","58","32.72"
"19778","6.83","11","37.25"
"19779","36.23","51","42.62"
"19780","3.35","5","40.20"
"19781","2.74","5","32.88"
"19782","24.05","42","34.36"
"19783","22.24","46","29.01"
"19784","10.66","17","37.62"
"19786","13.01","25","31.22"
"19788","2.46","5","29.52"
"19789","14.59","33","26.53"
"19790","24.08","31","46.61"
"19791","4.05","5","48.60"
"19792","7.46","9","49.73"
"19794","4.14","6","41.40"
"19795","10.19","17","35.96"
"19796","29.17","52","33.66"
"19797","24.04","34","42.42"
"19798","40.37","50","48.44"
"19799","6.34","9","42.27"
"19800","37.77","56","40.47"
"19801","13.56","29","28.06"
"19802","4.92","8","36.90"
"19803","5.46","11","29.78"
"19804","19.54","35","33.50"
"19805","6.62","9","44.13"
"19806","30.48","52","35.17"
"19807","11.76","21","33.60"
"19808","4.21","6","42.10"
"19809","10.07","23","26.27"
"19810","22.90","49","28.04"
"19811","17.04","22","46.47"
"19812","5.97","9","39.80"
"19813","25.76","59","26.20"
"19814","29.41","51","34.60"
"19815","31.73","53","35.92"
"19816","2.53","5","30.36"
"19817","24.69","37","40.04"
"19818","35.34","49","43.27"
"19819","45.20","59","45.97"
"19820","40.92","57","43.07"
"19821","7.79","10","46.74"
"19822","38.23","58","39.55"
"19823","39.72","54","44.13"
"19824","27.17","50","32.60"
"19825","7.29","9","48.60"
"19826","39.84","51","46.87"
"19827","4.50","8","33.75"
"19828","11.52","17","40.66"
"19829","20.50","29","42.41"
"19830","21.27","37","34.49"
"19831","18.83","43","26.27"
"19832","17.45","38","27.55"
"19833","41.36","54","45.96"
"19834","26.44","33","48.07"
"19835","27.42","56","29.38"
"19836","9.33","14","39.99"
"19837","17.70","35","30.34"
"19838","19.07","33","34.67"
"19839","13.85","26","31.96"
"19840","9.94","21","28.40"
"19841","29.52","39","45.42"
"19842","38.04","55","41.50"
"19843","30.76","50","36.91"
"19844","26.82","54","29.80"
"19846","13.99","17","49.38"
"19847","15.77","21","45.06"
"19848","16.12","30","32.24"
"19849","24.49","30","48.98"
"19850","21.38","35","36.65"
"19851","37.64","59","38.28"
"19852","24.74","32","46.39"
"19853","34.35","46","44.80"
"19854","19.80","42","28.29"
"19855","7.56","17","26.68"
"19856","11.31","19","35.72"
"19857","14.11","21","40.31"
"19858","5.05","12","25.25"
"19859","14.88","21","42.51"
"19860","19.68","24","49.20"
"19861","15.50","30","31.00"
"19862","4.68","10","28.08"
"19863","22.24","31","43.05"
"19864","25.48","43","35.55"
"19865","17.28","25","41.47"
"19867","13.18","20","39.54"
"19868","36.03","46","47.00"
"19869","32.14","43","44.85"
"19871","9.77","14","41.87"
"19873","37.31","45","49.75"
"19874","26.62","36","44.37"
"19875","11.35","24","28.38"
"19876","19.98","31","38.67"
"19877","23.64","50","28.37"
"19878","17.72","33","32.22"
"19879","9.42","16","35.33"
"19880","10.46","13","48.28"
"19881","11.24","22","30.65"
"19882","25.52","41","37.35"
"19883","26.29","32","49.29"
"19885","11.11","14","47.61"
"19886","34.49","59","35.07"
"19887","10.29","17","36.32"
"19889","27.48","39","42.28"
"19890","20.64","29","42.70"
"19891","6.78","14","29.06"
"19892","46.00","57","48.42"
"19893","34.51","57","36.33"
"19894","30.08","38","47.49"
"19895","34.61","46","45.14"
"19896","30.25","42","43.21"
"19897","44.90","59","45.66"
"19898","12.82","17","45.25"
"19899","29.25","44","39.89"
"19900","28.23","43","39.39"
"19901","24.80","59","25.22"
"19902","36.17","50","43.40"
"19903","12.29","21","35.11"
"19904","10.24","15","40.96"
"19905","27.76","34","48.99"
"19907","26.82","55","29.26"
"19908","31.15","44","42.48"
"19909","5.47","10","32.82"
"19911","3.76","7","32.23"
"19913","20.66","43","28.83"
"19914","29.98","43","41.83"
"19915","6.69","14","28.67"
"19916","3.11","5","37.32"
"19917","11.53","14","49.41"
"19918","26.96","51","31.72"
"19919","18.56","31","35.92"
"19920","14.59","26","33.67"
"19921","25.17","50","30.20"
"19922","29.25","58","30.26"
"19923","33.17","42","47.39"
"19924","7.27","16","27.26"
"19925","29.34","42","41.91"
"19926","14.48","20","43.44"
"19927","25.91","47","33.08"
"19928","23.29","45","31.05"
"19929","34.73","50","41.68"
"19930","24.84","39","38.22"
"19932","17.98","31","34.80"
"19933","27.47","58","28.42"
"19934","6.30","13","29.08"
"19935","3.98","9","26.53"
"19936","16.51","34","29.14"
"19937","14.11","18","47.03"
"19938","18.93","29","39.17"
"19939","33.42","42","47.74"
"19940","23.51","37","38.12"
"19941","7.96","14","34.11"
"19942","35.02","54","38.91"
"19944","25.78","37","41.81"
"19945","19.56","33","35.56"
"19946","32.01","43","44.67"
"19947","32.15","43","44.86"
"19948","24.93","50","29.92"
"19949","24.97","33","45.40"
"19950","23.20","41","33.95"
"19951","3.62","6","36.20"
"19952","30.45","49","37.29"
"19953","25.95","51","30.53"
"19954","6.33","10","37.98"
"19955","32.24","50","38.69"
"19956","25.46","58","26.34"
"19957","24.83","30","49.66"
"19958","5.72","10","34.32"
"19959","6.91","16","25.91"
"19960","14.78","22","40.31"
"19961","12.46","15","49.84"
"19962","24.36","49","29.83"
"19963","10.63","18","35.43"
"19964","16.76","29","34.68"
"19965","24.39","45","32.52"
"19966","9.14","14","39.17"
"19967","21.86","42","31.23"
"19968","5.44","10","32.64"
"19969","10.49","18","34.97"
"19970","24.38","51","28.68"
"19971","11.75","19","37.11"
"19972","37.97","57","39.97"
"19973","15.35","35","26.31"
"19974","7.09","12","35.45"
"19975","22.96","44","31.31"
"19976","18.22","28","39.04"
"19977","18.08","40","27.12"
"19978","20.57","37","33.36"
"19979","34.71","59","35.30"
"19980","17.51","38","27.65"
"19981","8.67","17","30.60"
"19982","21.65","26","49.96"
"19983","21.18","29","43.82"
"19984","34.22","43","47.75"
"19987","33.34","49","40.82"
"19988","44.41","54","49.34"
"19989","32.55","55","35.51"
"19990","20.92","41","30.61"
"19991","11.76","16","44.10"
"19992","36.21","45","48.28"
"19993","28.27","40","42.41"
"19994","7.83","18","26.10"
"19995","37.69","54","41.88"
"19996","38.59","51","45.40"
"19997","3.89","5","46.68"
"19998","17.07","31","33.04"
"19999","15.77","36","26.28"
"20000","25.05","49","30.67"
"20001","9.44","16","35.40"
"20002","5.63","9","37.53"
"20004","11.78","16","44.18"
"20005","5.66","7","48.51"
"20007","35.87","54","39.86"
"20008","32.75","55","35.73"
"20009","33.84","54","37.60"
"20010","28.95","50","34.74"
"20011","25.41","36","42.35"
"20013","8.24","14","35.31"
"20014","36.66","59","37.28"
"20015","3.89","5","46.68"
"20016","29.00","42","41.43"
"20017","18.43","37","29.89"
"20018","18.61","24","46.53"
"20019","18.55","37","30.08"
"20020","34.64","55","37.79"
"20021","7.81","13","36.05"
"20022","14.42","18","48.07"
"20023","21.30","45","28.40"
"20024","44.74","57","47.09"
"20025","10.48","18","34.93"
"20026","35.77","49","43.80"
"20027","34.65","52","39.98"
"20028","23.06","31","44.63"
"20029","38.66","52","44.61"
"20030","41.65","56","44.63"
"20031","14.75","20","44.25"
"20033","27.81","35","47.67"
"20034","21.63","35","37.08"
"20035","7.22","10","43.32"
"20036","16.45","22","44.86"
"20037","18.55","41","27.15"
"20038","22.84","47","29.16"
"20039","9.00","15","36.00"
"20040","13.23","16","49.61"
"20041","41.66","56","44.64"
"20042","11.16","18","37.20"
"20043","5.00","12","25.00"
"20044","24.96","45","33.28"
"20045","13.65","22","37.23"
"20046","5.81","7","49.80"
"20047","19.61","32","36.77"
"20048","14.53","21","41.51"
"20049","29.62","43","41.33"
"20050","23.19","33","42.16"
"20051","22.65","36","37.75"
"20052","12.78","30","25.56"
"20053","31.20","40","46.80"
"20054","11.65","17","41.12"
"20055","6.81","15","27.24"
"20056","23.27","44","31.73"
"20057","12.49","18","41.63"
"20058","12.44","15","49.76"
"20059","10.63","13","49.06"
"20060","24.10","38","38.05"
"20061","10.68","14","45.77"
"20062","18.54","25","44.50"
"20063","17.69","30","35.38"
"20064","4.59","11","25.04"
"20066","6.44","10","38.64"
"20067","12.21","29","25.26"
"20068","19.87","33","36.13"
"20069","6.79","14","29.10"
"20070","16.23","35","27.82"
"20071","40.24","54","44.71"
"20072","2.69","6","26.90"
"20073","11.21","17","39.56"
"20074","6.70","13","30.92"
"20075","12.54","24","31.35"
"20076","40.91","52","47.20"
"20077","20.23","37","32.81"
"20078","19.98","27","44.40"
"20079","28.23","42","40.33"
"20080","10.35","18","34.50"
"20081","27.97","38","44.16"
"20082","4.03","7","34.54"
"20084","27.38","33","49.78"
"20085","15.80","28","33.86"
"20086","41.67","59","42.38"
